@relation C__Users_nisha_Desktop_Weka_BOW_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'i liked the gamebut i needed to update my phone and application did not opensadhad to uninstallthere were no instructions how to trouble shoot.',BugReport
'only problem is getting fish bucks to buy everything',BugReport
'becomes addicting and sometimes it had to froce close',BugReport
'it keeps glitching and most times it tries to force close.',BugReport
'the frog event sucks cocks every time i pop a bubble all of them fail wat the fuk ',BugReport
'takes a lot of time to level up and speed ups cost bucks.',BugReport
'so when you get a new phone you dont have to start from scratch.',BugReport
'now ive lot all my prizes  thats again tap fish youre getting deleted finally',BugReport
'takes to long to level up and most quests take  to complete',BugReport
'i got a new phone and    now i cannot get back into the game that i have   spent so much money on i have been well over 1000.00 and its a shame to lose everything that i just built up.',BugReport
'this last update stole millions of coins from my tank not to mention all the bs with the frog event.',BugReport
'maybe trading coins for bucks or awarding more bucks when leveling up.',BugReport
'itll glitch everytime i go to play store then exit it and click the game itself on the phone it just goes right back to play store',BugReport
'not giving all fishbucks when you download games also when foggy event was over did not receive breedable frog did not get my fishbucks when i download game also played the froggy event and did not get breedable froggy',BugReport
'it wont let me connect to the server. i report it every time but it is always the same thing.',BugReport
'spenf a lot if time and money on this then got a new phone and am having to start over',BugReport
'the new event is not giving me the prize when i bred my fish and 11 hours thats a little to long to be able to get everything.',BugReport
'never succewd open even the internet connection available and in a hi speed wifi.',BugReport
'ilove this game and so does my 3 yr old grandson he always asks gamma can i play fish with you only problem is when i changed phones i lost it all but it is fun rebuilding',BugReport
