@relation C__Users_nisha_Desktop_Weka_BOF_Training

@attribute text string
@attribute @@class@@ {BugReport,FeatureRequest,Other}

@data
'Statement Increment Scrutiny Coming_to_be Quantity Measure_duration Temporal_collocation Using',BugReport
'Existence Quantity Be_in_control Frequency Completeness Sounds',BugReport
'Desirability Frequency Measure_duration Evidence Locative_relation Ceasing_to_be',BugReport
'Quantity Becoming Locative_relation Contacting Becoming Taking_sides Sole_instance Using',BugReport
'Contacting Halt Response Using Relative_time',BugReport
'Experiencer_obj Age Expertise Temporal_collocation Using Operating_a_system Temporal_collocation Usefulness',BugReport
'Text_creation Agree_or_refuse_to_act Temporal_collocation Have_as_requirement Quantity Inclusion Building_subparts',BugReport
'Temporal_collocation Continued_state_of_affairs Expectation Arriving Locative_relation Appearance Simple_name Placing Frequency Attempt Text_creation',BugReport
'Sufficiency Inclusion Temporal_collocation Intentionally_act Spelling_and_pronouncing Simple_name Morality_evaluation Placing Suitability Simple_name',BugReport
'Existence Temporal_collocation Text Correctness Causation Quantity Natural_features System',BugReport
'Temporal_collocation Usefulness Placing Locative_relation Fluidic_motion',BugReport
'Waking_up Continued_state_of_affairs Quantity Stimulus_focus Temporal_collocation Fluidic_motion Cause_change Familiarity Cardinal_numbers Fluidic_motion Type',BugReport
'Measure_duration Temporal_collocation Operating_a_system Taking_time Activity_pause Removing Secrecy_status Social_connection',BugReport
'Temporal_collocation Type Causation Amassing Frequency Morality_evaluation',BugReport
'Existence Verification Getting Statement Temporal_collocation Attempt Installing Aggregate Statement Predicament Network Social_connection Network Social_connection Being_employed Temporal_collocation Attempt',BugReport
'Opinion Predicament Likelihood Age Type Becoming_aware Operating_a_system',BugReport
'Grasp Relational_quantity Increment Operating_a_system Feeling Predicament',BugReport
'Frequency Possession Temporal_collocation Text_creation Quantity Self_motion',BugReport
'Usefulness Usefulness Relational_quantity Causation Temporal_collocation Departing',BugReport
'Bungling Sole_instance Relative_time Simple_name Statement Impact Sending Predicament Ordinal_numbers Simple_name Sending',BugReport
'Arriving Stimulus_focus Predicament Ordinal_numbers Simple_name Temporal_collocation Impact Sending',BugReport
'Judgment_direct_address Statement Simple_name Temporal_collocation Impact Buildings Frequency Education_teaching Morality_evaluation Self_motion Spelling_and_pronouncing Simple_name',BugReport
'Required_event Wearing Frequency Becoming_aware Contacting Locating Taking Locative_relation Quantity Causation Similarity Remembering_experience Predicament',BugReport
'Quantity Desirability Take_place_of Feeling Fame Expectation Part_whole',BugReport
'Frequency Intentionally_act Relational_quantity Temporal_collocation Attempt Type Network',BugReport
'Frequency Temporal_collocation Arriving Fields Frequency Ordinal_numbers Importance Attempt_suasion Text_creation Text Attempt_suasion',BugReport
'Temporal_collocation Contacting Cause_to_resume',BugReport
'Temporal_collocation Appearance Intentionally_create Possession Simple_name Suitability Temporal_collocation Removing Information',BugReport
'Sole_instance Complaining Quantity Being_necessary Change_event_time Event Temporal_collocation Social_connection Impact Foreign_or_domestic_country Closure',BugReport
'Giving Performers_and_roles Temporal_collocation Point_of_dispute Resolve_problem',BugReport
'Existence Attempt_suasion Defend Expectation Quantity Possibilities Stimulus_focus Temporal_collocation Becoming Expectation',BugReport
'Sole_instance Point_of_dispute Taking_time Activity_start Locative_relation Timespan Relational_quantity',BugReport
'Stimulus_focus Resolve_problem Taking_time Temporal_subregion Timespan Usefulness',BugReport
'Expectation Quarreling Becoming Becoming Locative_relation Timespan Cause_to_wake Secrecy_status Temporal_collocation Compatibility Capacity',BugReport
'Temporal_collocation Relational_quantity Causation Render_nonfunctional Becoming_aware Cardinal_numbers',BugReport
'Sole_instance Complaining Temporal_collocation Impact Social_connection Importance Frequency Impact Importance Frequency Using',BugReport
'Desirability Temporal_collocation Change_tool Text',BugReport
'Possession Intoxicants Point_of_dispute Temporal_collocation Quantity Text_creation Temporal_collocation',BugReport
'Have_as_requirement Relational_quantity Measure_duration Locative_relation Intoxicants Taking_time',BugReport
'Expectation Evidence Locative_relation Simple_name',BugReport
'Text_creation Idiosyncrasy Conduct Frequency Cause_harm Temporal_collocation Attempt Contacting Speak_on_topic Possession Frequency',BugReport
'Temporal_collocation Text_creation Simple_name Activity_start Relational_political_locales Text Simple_name Text_creation',BugReport
'Frequency Predicting Arriving Locative_relation Temporal_collocation',BugReport
'Predicament Desiring Placing Impact Arriving Frequency',BugReport
'Ordinal_numbers Removing Sufficiency Dimension Evidence Temporal_collocation Text_creation Concessive Using',BugReport
'Motion Taking_sides Predicament Temporal_collocation Attempt_suasion Closure Statement Cause_motion Simple_name',BugReport
'Text_creation Temporal_collocation Quantity Relational_political_locales Suitability Degree Desirability Ordinal_numbers Cardinal_numbers',BugReport
'Possession Trial Type Working_on Stimulus_focus Temporal_collocation Activity_pause Measure_duration Measure_duration Quantity Causation',BugReport
'Possession Predicament Intentionally_act Expectation',BugReport
'Temporal_collocation Quantity Increment Activity_ongoing Frequency Using Simple_name',BugReport
'Required_event Becoming_aware Means Arriving Taking_sides Frequency Temporal_collocation Temporal_collocation Getting Telling Locale_by_use Undergo_change Taking_sides Cardinal_numbers Event Frequency Measure_duration Activity_resume Contacting Temporal_collocation Attempt',BugReport
'Halt Motion Relative_time Simple_name Frequency Appearance Part_inner_outer Political_locales Quantity',BugReport
'Attempt_suasion Buildings Quantity Timespan Text_creation Duration_attribute Sentencing Text_creation Contacting',BugReport
'Halt Motion Relative_time Simple_name Frequency Appearance Part_inner_outer Political_locales Quantity',BugReport
'Desirability Performers_and_roles Needing Hunting_success_or_failure Locative_relation Temporal_collocation Supporting Origin',BugReport
'Expectation Education_teaching Type Activity_stop Being_employed',BugReport
'Using Connecting_architecture Residence Identicality Temporal_collocation Becoming Dimension Connecting_architecture Capability Motion Locative_relation',BugReport
'Experiencer_focus Cause_to_continue Text Relational_political_locales Locative_relation',BugReport
'Temporal_collocation Military Social_connection Render_nonfunctional',BugReport
'Causation Sounds Temporal_collocation Activity_pause Locative_relation',BugReport
'Rank Temporal_collocation Finish_competition Quantity Deciding Military Type Judgment_direct_address Bungling',BugReport
'Intentionally_act Getting Temporal_collocation Performers_and_roles Event Intentionally_act Getting',BugReport
'Food Temporal_collocation Event Departing Temporal_collocation Motion Vehicle',BugReport
'Partitive Desirability Sole_instance Identicality Food Expensiveness Temporal_collocation Attempt Placing Quantity Cause_harm',BugReport
'Arriving Quantity Desirability Sole_instance Predicament Remembering_experience Contacting Filling Speed Weather Gizmo Measure_duration',BugReport
'Experiencer_focus Being_necessary Contacting Using Intentionally_act Quantity Predicament Shoot_projectiles',BugReport
'Sole_instance Predicament Bringing Food Commerce_buy',BugReport
'Being_obligated Becoming Addiction Frequency Social_connection',BugReport
'Activity_ongoing Relational_quantity Timespan Attempt Military Social_connection',BugReport
'Event Inclusion Frequency Timespan Ingest_substance Quantity Success_or_failure',BugReport
'Quantity Removing Measure_duration Rank Locative_relation Intoxicants Expensiveness',BugReport
'Required_event Temporal_collocation Getting Familiarity Contacting Activity_start',BugReport
'Temporal_collocation Quantity Quantity Judgment Food Bringing Time_vector',BugReport
'Removing Duration_attribute Rank Locative_relation Relational_quantity Attempt Have_as_requirement Activity_finish',BugReport
'Revenge Getting Familiarity Contacting Temporal_collocation Capability Used_up Relational_quantity Money Experiencer_obj Earnings_and_losses Building',BugReport
'Ordinal_numbers Theft Quantity Achieving_first Vehicle Statement Quantity Event',BugReport
'Exchange Achieving_first Increment Temporal_collocation Rank',BugReport
'Motion Performers_and_roles Storing Temporal_collocation Departing Sounds Contacting Becoming Correctness Taking_sides Performers_and_roles Storing',BugReport
'Giving Quantity Temporal_collocation Temporal_collocation Event Intentionally_act Receiving Intentionally_act Getting Temporal_collocation Performers_and_roles Event Intentionally_act Getting',BugReport
'Grant_permission Cognitive_connection Reporting Frequency Timespan Frequency Identicality',BugReport
'Quantity Being_obligated Measure_duration Money Temporal_collocation Getting Familiarity Contacting Activity_start',BugReport
'Quantity Age Event Giving Judgment Temporal_collocation Food Calendric_unit Duration_attribute Capability Getting',BugReport
'Frequency Secrecy_status Social_connection Intoxicants',BugReport
'Intentionally_act Cardinal_numbers Age Kinship Frequency Request Capability Performers_and_roles Food Sole_instance Predicament Temporal_collocation Undergo_change Contacting Earnings_and_losses Quantity',BugReport
'Partitive Rejuvenation Frequency Installing Information Measure_duration Food Progress Earnings_and_losses',BugReport
'Quantity Removing Rank Locative_relation Continued_state_of_affairs Stimulus_focus',BugReport
'Continued_state_of_affairs Required_event Motion Desirability Temporal_collocation Waiting Food',BugReport
'Required_event Experiencer_focus Frequency Position_on_a_scale Cardinal_numbers Calendric_unit Temporal_collocation Telling Cognitive_connection',BugReport
'Performers_and_roles Ingest_substance Locative_relation Achieving_first Food Expensiveness',BugReport
'Being_obligated Inclusion Statement Capability Earnings_and_losses Intentionally_act Increment Temporal_collocation Chatting Getting Activity_pause Contacting Locative_relation Intentionally_act Activity_start Quantity Timespan Opinion Commerce_buy Judgment_communication Commerce_pay Earnings_and_losses',BugReport
